"樓層數(ex 1, 1-1)",重新編碼,Text,價格,尺寸,品質,服務態度,舒適度,公關,代言,外觀,品牌,Sentiment,Sentiment_label,Sentiment_score
B6-27,B125,但 如果是這家的涼鞋我也有買過很雷的🤣 還記得是之前跟艾X莎莎聯名的涼鞋 沒穿兩次就壞掉我真的大傻眼,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6732537746429443}","negative (stars 1, 2 and 3)",-0.6732537746429443
B6-28,B126,  我也覺得好穿又耐操！厚底涼鞋我還穿去義大利自由行耶，連走十天也沒怎樣（只有羅馬有下雨比較滑）,0,0,1,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.7793706655502319}",positive (stars 4 and 5),0.7793706655502319
B6-30,B128,  我之前第一次去實體店買也驚訝到覺得很好穿,0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8252303600311279}",positive (stars 4 and 5),0.8252303600311279
B6-31,B129,  沒錯！我穿這家有跟的靴子去東京逛街，一天三萬多步，腳沒廢，靴子依然健在,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9318837523460388}",positive (stars 4 and 5),0.9318837523460388
B6-32,B130,我大三也買過一雙 現在畢業兩年還在穿🥹好像真的很吃運氣,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5981253981590271}",positive (stars 4 and 5),0.5981253981590271
B6-34,B132,  綜合以上評價，意思是需要花個上千塊去賭賭看嗎，這樣賠率怎麼算？,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.749738335609436}","negative (stars 1, 2 and 3)",-0.749738335609436
B6-35,B133, -6 這個價錢不是穿到壞掉就直接丟了嗎？,1,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9346029162406921}","negative (stars 1, 2 and 3)",-0.9346029162406921
B7,B134,"他家的鞋真的超不行 腳後跟的疤就是穿它家的鞋留下的超醜 穿一次就丟掉了QQ",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9834555983543396}","negative (stars 1, 2 and 3)",-0.9834555983543396
B7-1,B135,"  上個月去買穿一次約2小時而已⋯磨到超痛 真的會留疤",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9284952282905579}","negative (stars 1, 2 and 3)",-0.9284952282905579
B7-2,B136,  我的左腳腳背有三個疤 甚至我才穿不到一小時🫠,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9248155355453491}","negative (stars 1, 2 and 3)",-0.9248155355453491
B7-3,B137,"  我也是⋯腳後跟也超痛還流血⋯ 甚至剛穿上走幾步路而已⋯ 馬上回家換鞋",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9573397040367126}","negative (stars 1, 2 and 3)",-0.9573397040367126
B8,B140,是覺得他們那些小編影片拍的蠻好的～,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9876183271408081}",positive (stars 4 and 5),0.9876183271408081
B8,B140,但品質⋯,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5933127999305725}","negative (stars 1, 2 and 3)",-0.5933127999305725
B8-1,B141,  我記得裡面有個是美咖前小編 她是真的很賣力演出 認真工作,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9741899967193604}",positive (stars 4 and 5),0.9741899967193604
B8-1,B141,但是待的品牌可不可以不要那麼差勁啊==,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5377932190895081}",positive (stars 4 and 5),0.5377932190895081
B9,B142,真的不要浪費錢,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9346649050712585}","negative (stars 1, 2 and 3)",-0.9346649050712585
B10-2,B145," 0 因為發真實心得文都會被bang 所以才一直有新入坑的人踩雷",0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.595198929309845}",positive (stars 4 and 5),0.595198929309845
B11,B146,我也買過 覺得質感真的不優,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.736204206943512}","negative (stars 1, 2 and 3)",-0.736204206943512
B12,B147,D+AF的照片很美，小編影片也很吸引我，所以還是買了,0,0,0,0,0,1,0,1,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9936297535896301}",positive (stars 4 and 5),0.9936297535896301
B12,B147,但穿個兩次就報銷，出門右轉垃圾車慢走不送欸,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8874812722206116}","negative (stars 1, 2 and 3)",-0.8874812722206116
B13,B148,"我買中筒靴覺得蠻好穿的 下雨直接當雨鞋～ 穿兩年了（不是每天穿 大概一週一兩天 給大家參考",0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.6696450114250183}",positive (stars 4 and 5),0.6696450114250183
B14,B149,他們家的鞋真的好難穿 ，也曾經買過兩雙，尺寸都偏大外，還起水泡到不行，淘寶有些鞋都沒她這麼難穿，真的是行銷做很大，看請人這麼多貴鬆鬆的人代言🥲🥲,0,0,0,0,1,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9731373190879822}","negative (stars 1, 2 and 3)",-0.9731373190879822
B15,B150,至今不理解為什麼舒華要待在這種品牌==,0,0,0,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6579542756080627}","negative (stars 1, 2 and 3)",-0.6579542756080627
B15-12,B162, 5-11 每隔一陣子就會看到D+AF的黑特文，但每次都會消失喔,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9348030090332031}",positive (stars 4 and 5),0.9348030090332031
B15-13,B163,真是慶幸上次沒買下去,0,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8633399605751038}","negative (stars 1, 2 and 3)",-0.8633399605751038
B15-14,B164, 5-13 因為D+AF不允許有黑他們的文我夢到的,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5873674750328064}","negative (stars 1, 2 and 3)",-0.5873674750328064
B16,B175,"買過一次他們的涼鞋真的嚇慘 穿不到5次就壞了⋯⋯⋯⋯ 本來要穿出門去參加公司尾牙活動 走到家樓下就發現側邊開掉⋯⋯ 只好趕快上樓換鞋 🫠🫠🫠",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9435340166091919}","negative (stars 1, 2 and 3)",-0.9435340166091919
B16-1,B176, 6 至少出門前發現 我是在外面走到一半斷掉…也臨時買不到拖鞋，後來超商三秒膠救了我,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5338693261146545}","negative (stars 1, 2 and 3)",-0.5338693261146545
B16-2,B177," 6 我也是買同款 穿沒多久就分開了",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8634578585624695}","negative (stars 1, 2 and 3)",-0.8634578585624695
B16-3,B178," 6 我也有買同款 但我目前才穿一次🌝 這讓我害怕了",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8084555268287659}","negative (stars 1, 2 and 3)",-0.8084555268287659
B16-4,B179, 6-1 乾我也是出門然後直接斷掉 超傻眼 才穿沒幾次還開花 爛到不行,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9842233061790466}","negative (stars 1, 2 and 3)",-0.9842233061790466
B16-5,B180," 6 我也有一雙同款 一樣穿沒幾次就壞了😇",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9175693392753601}","negative (stars 1, 2 and 3)",-0.9175693392753601
B16-6,B181,同款，也是前面斷掉。那時候還是走在要去期中考的路上而且往回走換鞋又來不及 ，托他的福第一次當了電視劇女主角，直接脫下來拎手上赤腳走，還好那天沒有很熱，考試差點開天窗嚇爛,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.919510006904602}","negative (stars 1, 2 and 3)",-0.919510006904602
B17,B184,這文章應該不久後就會被bang掉了,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.531843900680542}",positive (stars 4 and 5),0.531843900680542
B17-4,B188, 7 來看看多久會不見,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5914351940155029}",positive (stars 4 and 5),0.5914351940155029
B17-5,B189, 7-2 以前有很多篇都被刪了 不知道深卡看不看得見,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9556584358215332}",positive (stars 4 and 5),0.9556584358215332
B17-7,B191, 7-2 超級多喔 但幾乎都被刪光,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8482881784439087}",positive (stars 4 and 5),0.8482881784439087
B17-10,B194, 7 因為這家店最會刪負評文了😍,0,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9206669330596924}","negative (stars 1, 2 and 3)",-0.9206669330596924
B17-11,B195,鞋子爛店員態度還超差去一次就快被氣炸,0,0,0,1,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9940857887268066}","negative (stars 1, 2 and 3)",-0.9940857887268066
B17-12,B196," 7 我買這間的瑪莉珍穿出去第二次 被朋友A到一下直接落底🥲 花了我一千六🍃 而且很磨後腳跟 穿出去整天行程的 腳會爛到🫠",0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9719075560569763}","negative (stars 1, 2 and 3)",-0.9719075560569763
B17-13,B197, 7 D+AF跟羅傑一樣愛Ban人,0,0,0,0,0,1,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8752674460411072}",positive (stars 4 and 5),0.8752674460411072
B18,B199,超爛 買過兩次 每次穿不到一個月就開口 直接列入拒買名單,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9941182136535645}","negative (stars 1, 2 and 3)",-0.9941182136535645
B19,B200,有買過一雙，不過目前正常服役中，也沒有爛掉還是不耐穿之類的問題，買了大概半年有了。,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9719365239143372}",positive (stars 4 and 5),0.9719365239143372
B20-1,B202, 0 推我家附近的小店 C&H（ig搜）家的牛津鞋 有專利的泡綿在鞋頭超級舒服 而且真皮的還不貴 cp值很高！！ 我推到像代言人了😂 但真心好穿又耐穿,1,0,1,0,0,0,0,0,others,"{'label': 'positive (stars 4 and 5)', 'score': 0.9915620684623718}",positive (stars 4 and 5),0.9915620684623718
B21,B203,"穿過新的（第一次穿）走出去回來發現鞋底一塊不見，難怪覺得我腳步聲好大^ _ ^ 後來不想直接丟，給市場老師父補鞋底，還被說這材質很爛在哪買的？？我其實看鞋底新的也都蠻平的其實  不過也有人穿得好評⋯材質不一吧",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9588139653205872}","negative (stars 1, 2 and 3)",-0.9588139653205872
B22,B204,"其實有點嚇到欸 這個牌子6年前左右 以前對他的品牌感受就一直是品質不太符合價位的品牌 但近2年左右他在社群的行銷跟實體店的展售都讓人想說 奇怪這個牌子會什麼洗紅了🤣 因為蠻多正面評價 實體店人潮也蠻多的 這篇比較符合我以前對他的印象🤣",1,0,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9023355841636658}",positive (stars 4 and 5),0.9023355841636658
B22-1,B205," 2 真的,明明網路評價一直很差,但是網紅葉配後越來越多人潮,但是評價還是很差啊?還是有一堆人潮真的看不懂,我朋友也是知道評價差也還是會被洗腦去買.",0,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.5886368155479431}","negative (stars 1, 2 and 3)",-0.5886368155479431
B23,B206,因為舒舒代言才考慮要買⋯,0,0,0,0,0,0,1,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9602642059326172}",positive (stars 4 and 5),0.9602642059326172
B24,B207,"這家一直以來品質都很爛啊，就是窮學生時期會買的便宜網拍鞋，但不知道這兩年怎麼了，廣告越打越大店越開越多，價錢也整個翻倍賣，但品質還是一樣爛🤣🤣🤣 寧願多貼點錢買好一點的",1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9810419082641602}","negative (stars 1, 2 and 3)",-0.9810419082641602
B24-1,B208, 4 走一個廣告打很大的路線🤣但品質...嘖嘖,0,0,1,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7095988392829895}","negative (stars 1, 2 and 3)",-0.7095988392829895
B24-2,B209," 4 對欸，記得以前沒那麼貴 而且有特賣 ",1,0,0,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9304198622703552}",positive (stars 4 and 5),0.9304198622703552
B24-3,B210, 4 對！就是以前學生時期會去特賣會買的便宜鞋 買過一次就不想再買的品質 感覺現在只是行銷做很大,1,0,0,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.564479649066925}","negative (stars 1, 2 and 3)",-0.564479649066925
B25,B211,我買過兩次高跟的 都非常好穿耶 尤其是跑跳起來很穩,0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9888356328010559}",positive (stars 4 and 5),0.9888356328010559
B26,B212,本來就是淘寶貨 每次經過看到一堆人在試穿就覺得很奇怪 幹嘛要當盤子….,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8189600706100464}","negative (stars 1, 2 and 3)",-0.8189600706100464
B27,B213,"這家不是鞋底超容易掉的那家嗎 網路上也討論到爛掉== 然後一中街的店有時候還一堆人 看到很傻眼 最近看到葉舒華代言更傻眼==",0,0,1,0,0,0,1,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9111799597740173}","negative (stars 1, 2 and 3)",-0.9111799597740173
B28,B214,穿了真的腳超痛 價格一點也不漂亮 但花錢了還是會偶爾拍照穿 每次都帶拖鞋等著換😗,1,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8641250729560852}","negative (stars 1, 2 and 3)",-0.8641250729560852
B30,B216,我有一次網路買一雙灰色的，結果送來很明顯髒髒舊舊的，馬上申請退貨🙄,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9423872232437134}","negative (stars 1, 2 and 3)",-0.9423872232437134
B32,B218,只有我穿他們家的靴子都沒問題嗎？,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9131461381912231}","negative (stars 1, 2 and 3)",-0.9131461381912231
B32-1,B219, 2 我穿到目前也沒問題耶⋯不過看到這篇我有點擔心了,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5674676895141602}",positive (stars 4 and 5),0.5674676895141602
B32-2,B220, 2   我買了一雙樂福鞋跟 馬靴覺得 都很好穿 沒問題 （打算再購入一雙瑪莉珍 ）看到大家說很爛有點意外😰,0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.667641282081604}","negative (stars 1, 2 and 3)",-0.667641282081604
B32-3,B221," 2 我買過靴子、涼鞋有根的 也都沒問題 穿好多次了仍然健在😂",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8511987328529358}","negative (stars 1, 2 and 3)",-0.8511987328529358
B32-4,B222, 2 我超愛他們家瑪莉珍系列 我覺得超好穿😂,0,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.9842405915260315}",positive (stars 4 and 5),0.9842405915260315
B33,B223,"每次在附近的其他賣鞋子店家都會抱怨 他們是一樣的貨源但他們賣很貴",1,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9171420931816101}","negative (stars 1, 2 and 3)",-0.9171420931816101
B34,B224,唉有時候真的不是不支持MIT 而是品質真的……….,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5174062848091125}",positive (stars 4 and 5),0.5174062848091125
B35-1,B226, 5 一樣爛不要懷疑 不是超難走超磨腳 就是涼鞋走兩天就壞掉：）蝦皮買不到300的都可以穿半年才斷掉還不磨腳…,0,0,1,0,1,0,0,0,grace,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9819483757019043}","negative (stars 1, 2 and 3)",-0.9819483757019043
B36,B227,"最近還跟蝦皮拍了一支影片是寫 哇～低加上蝦皮囉！ 完全不期待品質有夠爛 買了2-3雙 壽命8個月 底每次都掀掉 氣死人",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9674329161643982}","negative (stars 1, 2 and 3)",-0.9674329161643982
B36-1,B228, 6 八個月算很久了…之前不到2天底就翻起來,0,0,1,0,0,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.6433517336845398}",positive (stars 4 and 5),0.6433517336845398
B37,B229,真的不好穿 超硬的== 穿沒幾次直接丟掉,0,0,1,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9725236892700195}","negative (stars 1, 2 and 3)",-0.9725236892700195
B39,B231,"巨好看的顏色 但⋯好大🤣",0,0,0,0,0,0,0,1,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.5875650644302368}",positive (stars 4 and 5),0.5875650644302368
B40,B232,這家算貴，品質也普普⋯,1,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.6919093132019043}","negative (stars 1, 2 and 3)",-0.6919093132019043
B41,B233,實體店面，有些店員臉超臭⋯,0,0,0,1,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8338860273361206}","negative (stars 1, 2 and 3)",-0.8338860273361206
B42,B234,D+AF的鞋磨腳磨到爆 穿出門一次直接丟不開玩笑,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9791633486747742}","negative (stars 1, 2 and 3)",-0.9791633486747742
B43,B235,上次逛街臨時買一雙 有夠難穿 直接放到長灰塵,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.7815783619880676}","negative (stars 1, 2 and 3)",-0.7815783619880676
B43,B235,Axx’s 真的還比較好穿鞋墊也軟,0,0,0,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9450979232788086}",positive (stars 4 and 5),0.9450979232788086
B43-1,B236, 3 推！！ 而且超舒服 也沒壞過🙈,0,0,0,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9699730277061462}",positive (stars 4 and 5),0.9699730277061462
B43-2,B237, 3 ！！Axx's真的大推,0,0,0,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9732457995414734}",positive (stars 4 and 5),0.9732457995414734
B43-3,B238, 3 A真的耐穿 價格跟D差不多 而且高雄還有實體店,0,0,1,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9423837065696716}",positive (stars 4 and 5),0.9423837065696716
B43-5,B240,沒買過D+AF 但A家真的很舒服（尤其靴子,0,0,0,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9738174676895142}",positive (stars 4 and 5),0.9738174676895142
B43-6,B241," 3 Ann台北也有！買過一次厚底長靴 驚為天人！好穿耐操！納入愛店！",0,0,1,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9916953444480896}",positive (stars 4 and 5),0.9916953444480896
B43-7,B242, 3-6  3 ANNS好貴 但值得 細根高跟鞋很讚😎,1,0,0,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9279187321662903}",positive (stars 4 and 5),0.9279187321662903
B43-8,B243, 3 這家推，好幾雙都是他們家,0,0,0,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.8953847289085388}",positive (stars 4 and 5),0.8953847289085388
B43-8,B243,第一次買d+結果鞋底脫落，扯,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.945146918296814}","negative (stars 1, 2 and 3)",-0.945146918296814
B43-9,B244, 3-4 全台都有門市唷 兩間價錢我覺得差不多 （可能要看鞋款） 但A有比較貴一點 但貴有貴的地方 光是鞋墊D+AF就真的沒得比  我A第一雙短靴是在台南實體門市買的 後來第二次要買 那時候剛好在台北 去了他們兩間實體都沒有我的鞋碼,1,0,0,0,1,0,0,0,D+AF,"{'label': 'positive (stars 4 and 5)', 'score': 0.8264243602752686}",positive (stars 4 and 5),0.8264243602752686
B43-9,B244,才想說買買看D+AF 試穿當下都還好 結果穿出店面走個五分鐘真的不行 回家直接冷到現在,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9690608978271484}","negative (stars 1, 2 and 3)",-0.9690608978271484
B43-10,B245,AXX'S 牌腳底真的舒服,0,0,0,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9882379174232483}",positive (stars 4 and 5),0.9882379174232483
B43-11,B246, 3Axx’s的評價你們是認真的嗎？我買過兩雙，內層皮都只穿一次就脫皮了🥲,0,0,0,0,1,0,0,0,ann,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.971455991268158}","negative (stars 1, 2 and 3)",-0.971455991268158
B44,B247,嚇爛 感謝提醒,0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9223752617835999}","negative (stars 1, 2 and 3)",-0.9223752617835999
B45-3,B251, 5 之前買grace gift 還不錯,0,0,0,0,0,0,0,0,grace,"{'label': 'positive (stars 4 and 5)', 'score': 0.9326679706573486}",positive (stars 4 and 5),0.9326679706573486
B45-4,B252, 5 真皮的話 超推我家附近的小店 C&H(現在有官方ig）我已經推薦好幾百次了吧😂 真的太好穿 而且以真皮的價格真的很便宜！！cp值超高～,1,0,1,0,0,0,0,0,others,"{'label': 'positive (stars 4 and 5)', 'score': 0.9935415983200073}",positive (stars 4 and 5),0.9935415983200073
B45-5,B253," 5-4  5-2  我的腳左右寬度差很多一定要當場試穿 而且我在台中55555",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8200075030326843}","negative (stars 1, 2 and 3)",-0.8200075030326843
B45-6,B254, 5 Ann’s的鞋子很好穿,0,0,0,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.931634247303009}",positive (stars 4 and 5),0.931634247303009
B45-7,B255, 5 推Avivi,0,0,0,0,0,0,0,0,others,"{'label': 'positive (stars 4 and 5)', 'score': 0.959665060043335}",positive (stars 4 and 5),0.959665060043335
B45-11,B259, 5 推Ann’s,0,0,0,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.7066283226013184}",positive (stars 4 and 5),0.7066283226013184
B45-13,B261, 5-3 這家我反而不行 買了瑪莉珍穿半年頭部的底和鞋分開==,0,0,1,0,0,0,0,0,grace,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8513728380203247}","negative (stars 1, 2 and 3)",-0.8513728380203247
B45-18,B265, 5 Ann’s好穿 主要鞋墊很棒很軟,0,0,0,0,1,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9884110689163208}",positive (stars 4 and 5),0.9884110689163208
B47,B267,買了兩次 兩次收到的時候都覺得質感真的差到爆 果斷退貨 之後看到廣告不管照片再怎麼燒都心如止水,0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9921731948852539}","negative (stars 1, 2 and 3)",-0.9921731948852539
B48,B268,"他家的鞋品質真心差 買一個月就報銷了 我的錢是天上掉下來的嗎?????",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9832593202590942}","negative (stars 1, 2 and 3)",-0.9832593202590942
B49,B269,"多年前買過他們的靴子,難穿到腳踝整個受傷 多年後看評價，這家真的都沒有改善耶⋯",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9363090395927429}","negative (stars 1, 2 and 3)",-0.9363090395927429
B50,B270,"不意外啊 真的看一堆人什麼超推 就是淘寶鞋賣雙倍以上給你 盤子一堆 之前誰敢逆風說啊 擋人財路還不灌爆你的留言",0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.589893102645874}","negative (stars 1, 2 and 3)",-0.589893102645874
B51,B271,"真的！！！！ 買過兩次，感覺都很差，難穿就算了，靴子款式不怎麼樣還很不透氣容易臭。 兩次我都穿幾次就拿去舊衣回收了 😅",0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9934857487678528}","negative (stars 1, 2 and 3)",-0.9934857487678528
B52,B272,我覺得D+AF超難穿，被騙一次就不會上當了！,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.966261625289917}","negative (stars 1, 2 and 3)",-0.966261625289917
B54-1,B275, 4 Ann’s我覺得還不錯！,0,0,0,0,0,0,0,0,ann,"{'label': 'positive (stars 4 and 5)', 'score': 0.9692661762237549}",positive (stars 4 and 5),0.9692661762237549
B55,B277,"我覺得法務會去提告這篇 但原po真的不用怕欸  品質差有目共睹好嗎 有夠難穿",0,0,1,0,0,1,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.8022592663764954}","negative (stars 1, 2 and 3)",-0.8022592663764954
B56,B278,他們真的好難穿 有些一試穿就痛了 只有買過一雙低跟涼鞋還可以,0,0,0,0,1,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9385641813278198}","negative (stars 1, 2 and 3)",-0.9385641813278198
B57,B279,"我也是 才穿第二次 底部旳橡皮膠就斷開...... 人還外面, 只好跟捷運站借二條橡皮筋固定。以後不會再買了～",0,0,1,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.9918724894523621}","negative (stars 1, 2 and 3)",-0.9918724894523621
B58,B280,"朋友們買完都讚不絕口 我都不敢說我對這間店的印象很糟 根本沒想花錢買",0,0,0,0,0,0,0,0,D+AF,"{'label': 'negative (stars 1, 2 and 3)', 'score': 0.980878472328186}","negative (stars 1, 2 and 3)",-0.980878472328186
